IQ028,IQ079,8
IQ028,IQ078,7
IQ028,IQ030,0
IQ028,IQ077,7
IQ028,IQ032,0
IQ028,IQ034,0
IQ028,IQ033,0
IQ028,IQ031,0
IQ028,IQ029,0
IQ079,IQ028,8
IQ079,IQ078,1
IQ079,IQ030,8
IQ079,IQ077,1
IQ079,IQ032,8
IQ079,IQ034,8
IQ079,IQ033,8
IQ079,IQ031,8
IQ079,IQ029,8
IQ078,IQ028,7
IQ078,IQ079,1
IQ078,IQ030,7
IQ078,IQ077,0
IQ078,IQ032,7
IQ078,IQ034,7
IQ078,IQ033,7
IQ078,IQ031,7
IQ078,IQ029,7
IQ030,IQ028,0
IQ030,IQ079,8
IQ030,IQ078,7
IQ030,IQ077,7
IQ030,IQ032,0
IQ030,IQ034,0
IQ030,IQ033,0
IQ030,IQ031,0
IQ030,IQ029,0
IQ077,IQ028,7
IQ077,IQ079,1
IQ077,IQ078,0
IQ077,IQ030,7
IQ077,IQ032,7
IQ077,IQ034,7
IQ077,IQ033,7
IQ077,IQ031,7
IQ077,IQ029,7
IQ032,IQ028,0
IQ032,IQ079,8
IQ032,IQ078,7
IQ032,IQ030,0
IQ032,IQ077,7
IQ032,IQ034,0
IQ032,IQ033,0
IQ032,IQ031,0
IQ032,IQ029,0
IQ034,IQ028,0
IQ034,IQ079,8
IQ034,IQ078,7
IQ034,IQ030,0
IQ034,IQ077,7
IQ034,IQ032,0
IQ034,IQ033,0
IQ034,IQ031,0
IQ034,IQ029,0
IQ033,IQ028,0
IQ033,IQ079,8
IQ033,IQ078,7
IQ033,IQ030,0
IQ033,IQ077,7
IQ033,IQ032,0
IQ033,IQ034,0
IQ033,IQ031,0
IQ033,IQ029,0
IQ031,IQ028,0
IQ031,IQ079,8
IQ031,IQ078,7
IQ031,IQ030,0
IQ031,IQ077,7
IQ031,IQ032,0
IQ031,IQ034,0
IQ031,IQ033,0
IQ031,IQ029,0
IQ029,IQ028,0
IQ029,IQ079,8
IQ029,IQ078,7
IQ029,IQ030,0
IQ029,IQ077,7
IQ029,IQ032,0
IQ029,IQ034,0
IQ029,IQ033,0
IQ029,IQ031,0
