IQ066,IQ064,0
IQ066,IQ065,0
IQ066,IQ060,0
IQ066,IQ062,0
IQ066,IQ057,0
IQ066,IQ061,0
IQ066,IQ059,0
IQ066,IQ063,0
IQ066,IQ058,0
IQ064,IQ066,0
IQ064,IQ065,0
IQ064,IQ060,0
IQ064,IQ062,0
IQ064,IQ057,0
IQ064,IQ061,0
IQ064,IQ059,0
IQ064,IQ063,0
IQ064,IQ058,0
IQ065,IQ066,0
IQ065,IQ064,0
IQ065,IQ060,0
IQ065,IQ062,0
IQ065,IQ057,0
IQ065,IQ061,0
IQ065,IQ059,0
IQ065,IQ063,0
IQ065,IQ058,0
IQ060,IQ066,0
IQ060,IQ064,0
IQ060,IQ065,0
IQ060,IQ062,0
IQ060,IQ057,0
IQ060,IQ061,0
IQ060,IQ059,0
IQ060,IQ063,0
IQ060,IQ058,0
IQ062,IQ066,0
IQ062,IQ064,0
IQ062,IQ065,0
IQ062,IQ060,0
IQ062,IQ057,0
IQ062,IQ061,0
IQ062,IQ059,0
IQ062,IQ063,0
IQ062,IQ058,0
IQ057,IQ066,0
IQ057,IQ064,0
IQ057,IQ065,0
IQ057,IQ060,0
IQ057,IQ062,0
IQ057,IQ061,0
IQ057,IQ059,0
IQ057,IQ063,0
IQ057,IQ058,0
IQ061,IQ066,0
IQ061,IQ064,0
IQ061,IQ065,0
IQ061,IQ060,0
IQ061,IQ062,0
IQ061,IQ057,0
IQ061,IQ059,0
IQ061,IQ063,0
IQ061,IQ058,0
IQ059,IQ066,0
IQ059,IQ064,0
IQ059,IQ065,0
IQ059,IQ060,0
IQ059,IQ062,0
IQ059,IQ057,0
IQ059,IQ061,0
IQ059,IQ063,0
IQ059,IQ058,0
IQ063,IQ066,0
IQ063,IQ064,0
IQ063,IQ065,0
IQ063,IQ060,0
IQ063,IQ062,0
IQ063,IQ057,0
IQ063,IQ061,0
IQ063,IQ059,0
IQ063,IQ058,0
IQ058,IQ066,0
IQ058,IQ064,0
IQ058,IQ065,0
IQ058,IQ060,0
IQ058,IQ062,0
IQ058,IQ057,0
IQ058,IQ061,0
IQ058,IQ059,0
IQ058,IQ063,0
