IQ094,IQ094,0
IQ094,IQ108,428
IQ094,IQ203,420
IQ094,IQ080,410
IQ094,IQ101,657
IQ094,IQ051,404
IQ094,IQ166,397
IQ094,LH045,505
IQ094,IQ115,397
IQ094,IQ027,442
IQ094,IQ132,367
IQ094,IQ009,407
IQ094,IQ087,410
IQ094,IQ028,1125
IQ094,IQ079,1132
IQ094,LH064,440
IQ094,LH116,372
IQ094,IQ083,471
IQ094,IQ095,657
IQ094,IQ136,367
IQ094,IQ104,1119
IQ094,IQ088,423
IQ094,IQ066,451
IQ094,IQ174,462
IQ094,ATCC13124,415
IQ094,IQ173,462
IQ094,IQ090,471
IQ094,IQ189,408
IQ094,IQ052,404
IQ094,LH102,472
IQ094,IQ142,367
IQ094,IQ169,397
IQ094,IQ179,397
IQ094,IQ140,411
IQ094,LH109,146
IQ094,IQ064,451
IQ094,LHC1,440
IQ094,IQ075,344
IQ094,IQ204,420
IQ094,IQ011,401
IQ094,IQ120,394
IQ094,LH108,146
IQ094,IQ097,657
IQ094,IQ195,412
IQ094,IQ007,437
IQ094,LH057,438
IQ094,IQ188,425
IQ094,LH043,505
IQ094,LH139,505
IQ094,LH066,372
IQ094,LHN001,709
IQ094,IQ170,462
IQ094,IQ164,438
IQ094,IQ152,441
IQ094,IQ114,397
IQ094,IQ010,410
IQ094,LH071,372
IQ094,LHC14,438
IQ094,IQ118,397
IQ094,LH047,419
IQ094,LH044,505
IQ094,IQ185,394
IQ094,IQ035,422
IQ094,LHC5,419
IQ094,IQ161,410
IQ094,IQ072,414
IQ094,IQ065,451
IQ094,IQ060,451
IQ094,LH114,372
IQ094,IQ181,397
IQ094,IQ062,451
IQ094,IQ050,487
IQ094,LH059,438
IQ094,LH136,505
IQ094,IQ078,1131
IQ094,IQ020,418
IQ094,IQ186,394
IQ094,IQ099,657
IQ094,LH024,902
IQ094,LH020,902
IQ094,IQ192,447
IQ094,IQ003,634
IQ094,LH083,436
IQ094,IQ176,462
IQ094,IQ042,412
IQ094,LHN006,689
IQ094,IQ071,414
IQ094,IQ125,397
IQ094,IQ109,428
IQ094,LHN004,158
IQ094,IQ045,1155
IQ094,IQ040,484
IQ094,IQ207,411
IQ094,IQ205,420
IQ094,IQ206,420
IQ094,IQ001,446
IQ094,IQ057,451
IQ094,IQ110,428
IQ094,IQ147,403
IQ094,IQ014,805
IQ094,IQ038,484
IQ094,IQ025,422
IQ094,IQ107,428
IQ094,IQ039,484
IQ094,LH062,440
IQ094,LH065,408
IQ094,LH048,419
IQ094,IQ138,367
IQ094,LH051,438
IQ094,IQ037,484
IQ094,IQ123,397
IQ094,LH033,505
IQ094,IQ054,404
IQ094,IQ177,397
IQ094,IQ126,397
IQ094,IQ016,408
IQ094,IQ167,397
IQ094,IQ089,423
IQ094,IQ165,438
IQ094,LH121,473
IQ094,IQ131,439
IQ094,IQ134,367
IQ094,IQ180,397
IQ094,LH107,146
IQ094,IQ183,397
IQ094,LH105,472
IQ094,IQ113,397
IQ094,LHN003,158
IQ094,IQ096,657
IQ094,IQ030,1125
IQ094,IQ122,398
IQ094,IQ150,441
IQ094,IQ191,447
IQ094,IQ077,1131
IQ094,IQ135,367
IQ094,IQ128,397
IQ094,LHN002,709
IQ094,IQ098,657
IQ094,IQ049,487
IQ094,IQ081,471
IQ094,IQ121,397
IQ094,LH070,372
