IQ101,IQ095,0
IQ101,IQ097,0
IQ101,IQ099,0
IQ101,IQ096,0
IQ101,IQ098,0
IQ101,IQ102,0
IQ101,IQ100,0
IQ095,IQ101,0
IQ095,IQ097,0
IQ095,IQ099,0
IQ095,IQ096,0
IQ095,IQ098,0
IQ095,IQ102,0
IQ095,IQ100,0
IQ097,IQ101,0
IQ097,IQ095,0
IQ097,IQ099,0
IQ097,IQ096,0
IQ097,IQ098,0
IQ097,IQ102,0
IQ097,IQ100,0
IQ099,IQ101,0
IQ099,IQ095,0
IQ099,IQ097,0
IQ099,IQ096,0
IQ099,IQ098,0
IQ099,IQ102,0
IQ099,IQ100,0
IQ096,IQ101,0
IQ096,IQ095,0
IQ096,IQ097,0
IQ096,IQ099,0
IQ096,IQ098,0
IQ096,IQ102,0
IQ096,IQ100,0
IQ098,IQ101,0
IQ098,IQ095,0
IQ098,IQ097,0
IQ098,IQ099,0
IQ098,IQ096,0
IQ098,IQ102,0
IQ098,IQ100,0
IQ102,IQ101,0
IQ102,IQ095,0
IQ102,IQ097,0
IQ102,IQ099,0
IQ102,IQ096,0
IQ102,IQ098,0
IQ102,IQ100,0
IQ100,IQ101,0
IQ100,IQ095,0
IQ100,IQ097,0
IQ100,IQ099,0
IQ100,IQ096,0
IQ100,IQ098,0
IQ100,IQ102,0
