IQ152,IQ150,0
IQ152,IQ149,0
IQ152,IQ155,1
IQ152,IQ154,0
IQ152,IQ153,0
IQ152,IQ151,0
IQ150,IQ152,0
IQ150,IQ149,0
IQ150,IQ155,1
IQ150,IQ154,0
IQ150,IQ153,0
IQ150,IQ151,0
IQ149,IQ152,0
IQ149,IQ150,0
IQ149,IQ155,1
IQ149,IQ154,0
IQ149,IQ153,0
IQ149,IQ151,0
IQ155,IQ152,1
IQ155,IQ150,1
IQ155,IQ149,1
IQ155,IQ154,1
IQ155,IQ153,1
IQ155,IQ151,1
IQ154,IQ152,0
IQ154,IQ150,0
IQ154,IQ149,0
IQ154,IQ155,1
IQ154,IQ153,0
IQ154,IQ151,0
IQ153,IQ152,0
IQ153,IQ150,0
IQ153,IQ149,0
IQ153,IQ155,1
IQ153,IQ154,0
IQ153,IQ151,0
IQ151,IQ152,0
IQ151,IQ150,0
IQ151,IQ149,0
IQ151,IQ155,1
IQ151,IQ154,0
IQ151,IQ153,0
